VNET,NET,STA,SITE DESCRIPTION,LAT,LON,ELEV,START,END,STATUS,INSTALL,CERT
_US-FA,5A,NE030,NE030,40.21,-117.46,1546,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE040,NE040,40.21,-117.47,1496,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE050,NE050,40.21,-117.47,1451,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE060,NE060,40.21,-117.48,1415,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE070,NE070,40.22,-117.49,1389,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE080,NE080,40.22,-117.49,1385,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE090,NE090,40.22,-117.5,1365,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE100,NE100,40.22,-117.5,1341,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE110,NE110,40.22,-117.51,1364,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE120,NE120,40.22,-117.51,1366,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE130,NE130,40.23,-117.52,1422,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE140,NE140,40.23,-117.52,1452,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE150,NE150,40.23,-117.53,1461,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE160,NE160,40.23,-117.54,1455,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE170,NE170,40.23,-117.54,1482,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE180,NE180,40.24,-117.55,1521,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE190,NE190,40.24,-117.55,1569,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE200,NE200,40.24,-117.56,1613,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE210,NE210,40.25,-117.56,1730,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE240,NE240,40.27,-117.59,2204,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE250,NE250,40.27,-117.6,1925,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE260,NE260,40.27,-117.6,1823,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE270,NE270,40.27,-117.61,1756,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE280,NE280,40.27,-117.62,1695,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE290,NE290,40.26,-117.62,1593,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NE300,NE300,40.26,-117.63,1542,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NV000,NV000,40.27,-117.64,1505,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NV010,NV010,40.27,-117.64,1427,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV020,NV020,40.27,-117.65,1414,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV030,NV030,40.27,-117.65,1371,2010/11/07,2011/05/11,Ended,,
_US-FA,5A,NV040,NV040,40.27,-117.66,1342,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV050,NV050,40.28,-117.67,1324,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV060,NV060,40.28,-117.67,1341,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV070,NV070,40.28,-117.68,1356,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV080,NV080,40.28,-117.68,1371,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV090,NV090,40.28,-117.69,1396,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV100,NV100,40.28,-117.69,1416,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV110,NV110,40.28,-117.7,1440,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV120,NV120,40.29,-117.71,1469,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV130,NV130,40.29,-117.71,1511,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV140,NV140,40.29,-117.72,1533,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV150,NV150,40.29,-117.72,1574,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV160,NV160,40.3,-117.73,1600,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV170,NV170,40.3,-117.73,1645,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV180,NV180,40.3,-117.74,1876,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV190,NV190,40.3,-117.76,2032,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV200,NV200,40.31,-117.77,1866,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV210,NV210,40.31,-117.78,1790,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV220,NV220,40.32,-117.79,1740,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV230,NV230,40.32,-117.8,1644,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV240,NV240,40.33,-117.81,1582,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV250,NV250,40.33,-117.82,1521,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV260,NV260,40.33,-117.84,1453,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV270,NV270,40.33,-117.85,1417,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV280,NV280,40.33,-117.86,1368,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV290,NV290,40.34,-117.87,1328,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV300,NV300,40.34,-117.88,1299,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV310,NV310,40.34,-117.89,1275,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV320,NV320,40.34,-117.9,1259,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV330,NV330,40.34,-117.91,1251,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV340,NV340,40.34,-117.93,1248,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NV350,NV350,40.34,-117.94,1243,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NV360,NV360,40.34,-117.95,1241,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NV370,NV370,40.35,-117.96,1236,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NV380,NV380,40.35,-117.97,1238,2010/11/07,2011/05/31,Ended,,
_US-FA,5A,NV390,NV390,40.35,-117.98,1235,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NV400,NV400,40.35,-117.99,1238,2011/06/09,2011/12/01,Ended,,
_US-FA,5A,NV410,NV400,40.36,-118,1234,2011/06/09,2011/12/21,Ended,,
_US-FA,6E,SB01,"Allendale, IL, USA",38.56,-87.73,140,2014/09/20,2016/12/31,Ended,,
_US-FA,6E,SB02,"Allendale, IL, USA",38.56,-87.74,152,2014/09/20,2016/12/31,Ended,,
_US-FA,6E,SB03,"Allendale, IL, USA",38.56,-87.74,149,2014/09/20,2016/12/31,Ended,,
_US-FA,6E,SB04,"Allendale, IL, USA",38.57,-87.75,134,2014/09/29,2016/12/31,Ended,,
_US-FA,6E,SB05,"Allendale, IL, USA",38.57,-87.74,150,2014/09/29,2016/12/31,Ended,,
_US-FA,6E,SB06,"Allendale, IL, USA",38.57,-87.74,150,2014/09/29,2016/12/31,Ended,,
_US-FA,6E,SB07,"Allendale, IL, USA",38.56,-87.74,137,2014/09/29,2016/12/31,Ended,,
_US-FA,6E,SB08,"Allendale, IL, USA",38.56,-87.75,138,2014/10/04,2016/12/31,Ended,,
_US-FA,6E,SB09,"Allendale, IL, USA",38.57,-87.73,151,2014/10/04,2016/12/31,Ended,,
_US-FA,6E,SH01,"Shawneetown, IL, USA",37.75,-88.14,126,2013/11/23,2016/12/31,Ended,,
_US-FA,6E,SH02,"Shawneetown, IL, USA",37.75,-88.13,154,2013/11/23,2016/12/31,Ended,,
_US-FA,6E,SH03,"Shawneetown, IL, USA",37.75,-88.14,137,2013/11/23,2016/12/31,Ended,,
_US-FA,6E,SH04,"Shawneetown, IL, USA",37.75,-88.12,124,2013/12/03,2016/12/31,Ended,,
_US-FA,6E,SH05,"Shawneetown, IL, USA",37.75,-88.13,167,2013/12/03,2016/12/31,Ended,,
_US-FA,6E,SH06,"Shawneetown, IL, USA",37.75,-88.13,140,2013/12/03,2016/12/31,Ended,,
_US-FA,6E,SH07,"Shawneetown, IL, USA",37.76,-88.13,132,2013/12/03,2016/12/31,Ended,,
_US-FA,6E,SH08,"Shawneetown, IL, USA",37.76,-88.14,124,2014/03/18,2016/12/31,Ended,,
_US-FA,6E,SH09,"Shawneetown, IL, USA",37.74,-88.13,156,2013/12/17,2015/03/07,Ended,,
_US-FA,6E,SHBB,"Shawneetown, IL, USA",37.74,-88.13,156,2015/05/01,2016/12/31,Ended,,
_US-FA,6E,SP01,"Enfield, IL, USA",38.09,-88.32,143,2013/10/22,2016/12/31,Ended,,
_US-FA,6E,SP02,"Enfield, IL, USA",38.08,-88.31,141,2013/11/01,2016/12/31,Ended,,
_US-FA,6E,SP03,"Enfield, IL, USA",38.1,-88.31,138,2013/11/01,2016/12/31,Ended,,
_US-FA,6E,SP04,"Enfield, IL, USA",38.08,-88.33,147,2013/11/01,2016/12/31,Ended,,
_US-FA,6E,SP05,"Enfield, IL, USA",38.09,-88.33,145,2013/11/01,2016/12/31,Ended,,
_US-FA,6E,SP06,"Enfield, IL, USA",38.09,-88.31,147,2013/11/09,2016/12/31,Ended,,
_US-FA,6E,SP07,"Enfield, IL, USA",38.09,-88.31,132,2013/11/09,2016/12/31,Ended,,
_US-FA,6E,SP08,"Enfield, IL, USA",38.09,-88.32,129,2013/11/09,2016/12/31,Ended,,
_US-FA,6E,SP09,"Enfield, IL, USA",38.09,-88.32,143,2013/11/09,2016/12/31,Ended,,
_US-FA,6E,WB01,"IL,USA",39.12,-89.53,193,2015/05/28,2016/05/01,Ended,,
_US-FA,6E,WB02,"IL,USA",39.09,-89.43,192,2014/07/22,2016/05/01,Ended,,
_US-FA,6E,WB03,"IL,USA",39.04,-89.32,189,2014/07/22,2016/05/01,Ended,,
_US-FA,6E,WB04,"IL,USA",38.99,-89.22,171,2014/07/22,2016/05/01,Ended,,
_US-FA,6E,WB05,"IL,USA",38.95,-89.13,179,2014/07/22,2016/05/01,Ended,,
_US-FA,6E,WB07,"IL,USA",38.86,-88.91,181,2014/07/23,2016/05/01,Ended,,
_US-FA,6E,WB08,"IL,USA",38.8,-88.81,175,2013/10/22,2016/10/20,Ended,,
_US-FA,6E,WB09,"IL,USA",38.77,-88.72,168,2014/07/23,2016/05/01,Ended,,
_US-FA,6E,WB10,"IL,USA",38.73,-88.67,160,2014/07/23,2016/05/01,Ended,,
_US-FA,6E,WB11,"IL,USA",38.72,-88.61,132,2013/10/22,2015/11/12,Ended,,
_US-FA,6E,WB12,"IL,USA",38.69,-88.57,159,2014/07/24,2016/05/01,Ended,,
_US-FA,6E,WB13,"IL,USA",38.68,-88.5,148,2014/07/24,2016/05/01,Ended,,
_US-FA,6E,WB14,"IL,USA",38.65,-88.46,142,2014/05/12,2016/05/01,Ended,,
_US-FA,6E,WB15,"IL,USA",38.63,-88.41,102,2013/10/22,2015/11/12,Ended,,
_US-FA,6E,WB16,"IL,USA",38.61,-88.35,140,2014/05/12,2016/05/01,Ended,,
_US-FA,6E,WB17,"IL,USA",38.58,-88.31,144,2014/05/12,2016/05/01,Ended,,
_US-FA,6E,WB18,"IL,USA",38.56,-88.27,142,2014/05/12,2016/05/01,Ended,,
_US-FA,6E,WB19,"IL,USA",38.54,-88.22,134,2014/05/09,2016/05/01,Ended,,
_US-FA,6E,WB20,"IL,USA",38.52,-88.19,123,2014/05/12,2016/05/01,Ended,,
_US-FA,6E,WB21,"IL,USA",38.49,-88.11,132,2014/04/26,2016/05/01,Ended,,
_US-FA,6E,WB22,"IL,USA",38.47,-88.06,145,2014/05/15,2016/05/01,Ended,,
_US-FA,6E,WB23,"IL,USA",38.45,-88,123,2013/10/22,2015/11/12,Ended,,
_US-FA,6E,WB24,"IL,USA",38.42,-87.98,125,2014/05/08,2016/05/01,Ended,,
_US-FA,6E,WB25,"IL,USA",38.4,-87.91,134,2014/05/09,2016/05/01,Ended,,
_US-FA,6E,WB26,"IN, USA",38.38,-87.86,129,2014/05/13,2016/12/31,Ended,,
_US-FA,6E,WB28,"IN, USA",38.35,-87.73,123,2014/05/14,2016/12/31,Ended,,
_US-FA,6E,WB29,"IN, USA",38.32,-87.71,127,2014/05/15,2016/12/31,Ended,,
_US-FA,6E,WB30,"IN, USA",38.28,-87.66,143,2014/05/14,2016/12/31,Ended,,
_US-FA,6E,WB31,"IN, USA",38.25,-87.62,135,2014/05/13,2016/12/31,Ended,,
_US-FA,6E,WB32,"IN, USA",38.24,-87.56,159,2014/05/13,2016/12/31,Ended,,
_US-FA,6E,WB33,"IN, USA",38.22,-87.52,140,2014/05/12,2016/12/31,Ended,,
_US-FA,6E,WB34,"IN, USA",38.19,-87.46,138,2014/05/12,2016/12/31,Ended,,
_US-FA,6E,WB35,"IN, USA",38.18,-87.4,144,2014/05/12,2016/02/04,Ended,,
_US-FA,6E,WB36,"IN, USA",38.14,-87.32,178,2014/05/11,2016/12/31,Ended,,
_US-FA,6E,WB37,"IN, USA",38.12,-87.29,149,2014/05/11,2016/12/31,Ended,,
_US-FA,6E,WB38,"IN, USA",38.07,-87.21,128,2014/05/11,2016/12/31,Ended,,
_US-FA,6E,WB39,"IN, USA",38.03,-87.07,131,2014/05/10,2016/12/31,Ended,,
_US-FA,6E,WB40,"IN, USA",37.99,-87.01,158,2014/05/10,2016/12/31,Ended,,
_US-FA,6E,WB41,"KY, USA",37.93,-86.92,119,2014/05/11,2016/12/31,Ended,,
_US-FA,6E,WB42,"KY, USA",37.9,-86.82,147,2014/05/09,2016/12/31,Ended,,
_US-FA,6E,WB43,"KY, USA",37.84,-86.74,156,2014/05/10,2016/12/31,Ended,,
_US-FA,6E,WB44,"KY, USA",37.8,-86.61,221,2014/05/09,2016/12/31,Ended,,
_US-FA,6E,WB45,"KY, USA",37.72,-86.52,176,2014/05/08,2016/12/31,Ended,,
_US-FA,6E,WB46,"MCHS, IL, USA",38.41,-87.75,129,2014/10/24,2016/12/31,Ended,,
_US-FA,6E,WB47,"IL,USA",39.02,-88.73,148,2015/11/20,2016/10/30,Ended,,
_US-FA,6E,WB48,"IL,USA",38.99,-88.55,137,2015/11/20,2016/10/30,Ended,,
_US-FA,6E,WB49,"IL,USA",38.94,-88.38,135,2015/11/20,2016/05/10,Ended,,
_US-FA,7A,ADAO,"Ada, Ohio USA",40.72,-83.82,314,2015/06/28,2016/10/24,Ended,,
_US-FA,7A,ALMA,"Alma, West Virginia USA",39.4,-80.84,233,2014/11/24,2016/10/24,Ended,,
_US-FA,7A,AZZI,"Ashley, Ohio USA",40.37,-82.92,294,2014/10/25,2016/10/24,Ended,,
_US-FA,7A,BARB,"Louisa, Virginia USA",37.99,-78.09,84,2013/10/25,2016/10/24,Ended,,
_US-FA,7A,BDEG,"Charles Lake, Virginia USA",37.33,-77.21,-21,2013/10/24,2016/10/24,Ended,,
_US-FA,7A,CABN,"Riverton, West Virginia USA",38.72,-79.44,910,2013/10/25,2016/10/24,Ended,,
_US-FA,7A,CAKE,"Sugar Grove, West Virginia USA",38.52,-79.3,640,2015/07/01,2016/10/24,Ended,,
_US-FA,7A,CDRF,"Friendly, West Virginia USA",39.46,-81.05,282,2014/10/24,2016/10/24,Ended,,
_US-FA,7A,DENI,"Denison University at Granville, Ohio USA",40.08,-82.53,315,2015/06/25,2016/10/24,Ended,,
_US-FA,7A,FOXP,"Brandywine, West Virginia USA",38.63,-79.25,485,2014/11/22,2016/10/24,Ended,,
_US-FA,7A,INTX,"Elkton, Virginia USA",38.4,-78.59,320,2013/10/26,2016/10/24,Ended,,
_US-FA,7A,JSPR,"Franklin, West Virginia USA",38.64,-79.33,527,2013/10/26,2016/10/24,Ended,,
_US-FA,7A,KENT,"Kenton, Ohio USA",40.63,-83.64,296,2015/06/28,2016/10/24,Ended,,
_US-FA,7A,LADY,"Linville, Virginia USA",38.51,-78.76,401,2013/10/23,2016/10/24,Ended,,
_US-FA,7A,LBDL,"Montpelier, Virginia USA",37.8,-77.64,48,2013/10/24,2016/10/24,Ended,,
_US-FA,7A,MOLE,"Hinton, Virginia USA",38.49,-79.02,487,2015/07/01,2016/10/24,Ended,,
_US-FA,7A,MUSK,"Muskingum University, New Concord, Ohio USA",40,-81.74,0,2014/10/24,2016/10/24,Ended,,
_US-FA,7A,NAZF,"Center Point, West Virginia USA",39.38,-80.64,0,2014/10/23,2016/10/24,Ended,,
_US-FA,7A,PAUL,"Paulding, Ohio USA",41.14,-84.55,0,2015/10/21,2016/10/24,Ended,,
_US-FA,7A,PETO,"Lost Creek, West Virginia USA",39.16,-80.33,0,2014/10/24,2016/10/24,Ended,,
_US-FA,7A,PVGR,"Lower Salem, Ohio USA",39.57,-81.38,0,2014/10/24,2016/10/24,Ended,,
_US-FA,7A,RTSN,"Coon Bone Island, West Virginia USA",38.94,-79.58,949,2013/10/26,2016/10/24,Ended,,
_US-FA,7A,SUSI,"Prospect, Ohio USA",40.43,-83.18,0,2014/10/25,2016/10/24,Ended,,
_US-FA,7A,TRTF,"Little North Mountain, Virginia USA",38.56,-78.97,437,2013/10/26,2015/07/25,Ended,,
_US-FA,7A,WINE,"Liberty, Virginia USA",38.16,-78.32,119,2013/10/26,2016/10/24,Ended,,
_US-FA,7A,WIRE,"Hazelwood, West Virginia USA",38.85,-79.84,613,2014/07/26,2016/10/24,Ended,,
_US-FA,7A,WLFT,"Gordonsville, Virginia USA",38.17,-78.14,110,2013/10/26,2016/10/24,Ended,,
_US-FA,7A,WTMN,"Standardsville, Virginia USA",38.3,-78.48,178,2013/10/26,2016/10/24,Ended,,
_US-FA,7A,YLDA,"Jackson, Virginia USA",37.86,-77.84,63,2013/10/25,2016/10/24,Ended,,
_US-FA,7C,MM01,"Fraser, BC, Canada",59.72,-135.05,885,2017/07/10,2018/12/31,Ended,,
_US-FA,7C,MM02,"15 km NE of Fraser, BC, Canada along the South Klo",59.8,-134.84,753,2017/07/01,2018/12/31,Ended,,
_US-FA,7C,MM03,Yukon and British Columbia border along the South,60,-134.67,698,2017/07/18,2018/12/31,Ended,,
_US-FA,7C,MM04,"Crag Lake, YT, Canada",60.24,-134.55,840,2015/08/05,2018/12/31,Ended,,
_US-FA,7C,MM05,"Jakes Corner, YT, Canada",60.34,-133.99,831,2015/08/07,2018/12/31,Ended,,
_US-FA,7C,MM06,"Johnsons Crossing, YT, Canada",60.48,-133.31,715,2015/08/06,2018/12/31,Ended,,
_US-FA,7C,MM07,"S Canol Road, YT, Canada",60.73,-133.07,852,2016/07/18,2018/12/31,Ended,,
_US-FA,7C,MM08,"S Canol Road, YT, Canada",61.15,-133.08,850,2016/07/20,2018/12/31,Ended,,
_US-FA,7C,MM09,"S Canol Road, YT, Canada",61.36,-133.02,939,2016/07/21,2018/12/31,Ended,,
_US-FA,7C,MM10,"S Canol Road, YT, Canada",61.57,-133.09,1138,2016/07/21,2018/12/31,Ended,,
_US-FA,7C,MM11,"S Canol Road, YT, Canada",61.86,-132.91,967,2016/07/21,2018/12/31,Ended,,
_US-FA,7C,MM12,"Ross River, YT, Canada",61.95,-132.46,880,2016/07/29,2018/12/31,Ended,,
_US-FA,7C,MM13,"Ross River, YT, Canada",61.96,-132.55,863,2016/07/29,2018/12/31,Ended,,
_US-FA,7C,MM14,"Ross River, YT, Canada",61.97,-132.43,731,2016/07/23,2018/12/31,Ended,,
_US-FA,7C,MM15,"Ross River, YT, Canada",61.98,-132.58,803,2016/07/23,2018/12/31,Ended,,
_US-FA,7C,MM16,"N Canol Road, YT, Canada",62.04,-132.25,772,2016/07/23,2018/12/31,Ended,,
_US-FA,7C,MM17,"N Canol Road, YT, Canada",62.08,-131.95,1023,2016/07/24,2018/12/31,Ended,,
_US-FA,7C,MM18,"N Canol Road, YT, Canada",62.24,-131.73,827,2016/07/24,2018/12/31,Ended,,
_US-FA,7C,MM19,"N Canol Road, YT, Canada",62.38,-131.49,862,2016/07/24,2018/12/31,Ended,,
_US-FA,7C,MM20,"N Canol Road, YT, Canada",62.53,-131.36,915,2016/07/24,2018/12/31,Ended,,
_US-FA,7C,MM21,"N Canol Road, YT, Canada",62.69,-131.11,945,2016/07/24,2018/12/31,Ended,,
_US-FA,7C,MM22,"N Canol Road, YT, Canada",62.74,-131.01,928,2016/07/25,2018/12/31,Ended,,
_US-FA,7C,MM23,"N Canol Road, YT, Canada",62.87,-130.82,984,2016/07/25,2018/12/31,Ended,,
_US-FA,7C,MM24,"N Canol Road, YT, Canada",62.92,-130.56,979,2016/07/26,2018/12/31,Ended,,
_US-FA,7C,MM25,"N Canol Road, YT, Canada",63,-130.42,1080,2016/07/26,2018/12/31,Ended,,
_US-FA,7C,MM26,"N Canol Road, YT, Canada",63.08,-130.19,1137,2016/07/26,2018/12/31,Ended,,
_US-FA,7C,MM27,"Macmillan Pass, YT, Canada",63.17,-130.2,1188,2015/08/14,2018/12/31,Ended,,
_US-FA,7C,MM28,"Canol Trail-Mile 216, NWT, Canada",63.39,-129.71,1588,2016/08/13,2018/12/31,Ended,,
_US-FA,7C,MM29,"Rams Head Outfitters, NWT, Canada",63.78,-128.77,1168,2016/08/16,2018/12/31,Ended,,
_US-FA,7C,MM30,"Hay Lake, NWT, Canada",64.28,-128.87,1220,2016/08/14,2018/12/31,Ended,,
_US-FA,7C,MM31,"Cache Lake, NWT, Canada",64.44,-128.72,1117,2016/08/14,2018/12/31,Ended,,
_US-FA,7C,MM32,"McClure Lake, NWT, Canada",64.54,-128.37,1207,2016/08/14,2018/12/31,Ended,,
_US-FA,7C,MM33,"Canol Trail-Mile 80, NWT, Canada",64.58,-127.73,1438,2016/08/16,2018/12/31,Ended,,
_US-FA,7C,MM34,"Carcajou Lake, NWT, Canada",64.67,-127.85,1003,2016/08/13,2018/12/31,Ended,,
_US-FA,7C,MM35,"Canol Lake, NWT, Canada",64.71,-127.23,786,2016/08/15,2018/12/31,Ended,,
_US-FA,7C,MM36,"Dodo Lake, NWT, Canada",64.9,-127.2,562,2016/08/15,2018/12/31,Ended,,
_US-FA,7C,MM38,"Kelly Lake, NWT, Canada",65.4,-126.08,119,2016/08/12,2018/12/31,Ended,,
_US-FA,7C,MM39,"Mahoney Lake, NWT, Canada",65.62,-125.54,281,2016/08/12,2018/12/31,Ended,,
_US-FA,7C,MM40,"Great Bear Lake, NWT, Canada",66.02,-124.67,159,2016/08/12,2018/12/31,Ended,,
_US-FA,7C,MM41,"End of Canol Rd, NWT, Canada",63.26,-130.01,1428,2017/07/18,2018/12/31,Ended,,
_US-FA,X8,QM00,"Howards Cove, Maine, USA",44.62,-67.39,15,2013/08/17,2015/06/20,Ended,,
_US-FA,X8,QM10,"Wesley Forest, Maine, USA",44.93,-67.72,86,2012/06/07,2015/06/20,Ended,,
_US-FA,X8,QM12,"Camp Vic, Maine, USA",44.97,-67.86,15,2013/08/16,2015/08/06,Ended,,
_US-FA,X8,QM15,"Land Trust South, Maine, USA",45.09,-67.84,151,2013/10/12,2015/06/18,Ended,,
_US-FA,X8,QM16,"Land Trust North, Maine, USA",45.21,-67.95,126,2013/10/13,2015/08/06,Ended,,
_US-FA,X8,QM20,"Hay Lake, Maine, USA",46.13,-68.72,207,2012/05/26,2015/08/08,Ended,,
_US-FA,X8,QM28,"6 mile checkpoint, Maine, USA",46.64,-68.53,212,2013/08/19,2015/08/09,Ended,,
_US-FA,X8,QM30,"Fish River Lake, Maine, USA",46.83,-68.76,262,2012/05/26,2015/08/10,Ended,,
_US-FA,X8,QM31,"Togue Pond, Maine, USA",46.93,-68.89,0,2013/08/23,2015/06/21,Ended,,
_US-FA,X8,QM33,Maine,47.21,-69.4,0,2014/05/19,2015/06/20,Ended,,
_US-FA,X8,QM34,"Ferme Vifranc, St-Pamphile, Quebec, Canada",47.02,-69.83,374,2013/08/13,2015/07/29,Ended,,
_US-FA,X8,QM36,"Mont-Carmel, Quebec, Canada",47.39,-69.79,297,2013/08/13,2015/07/29,Ended,,
_US-FA,X8,QM38,"Parc National Grands Jardins, Quebec, Canada",47.68,-70.85,770,2013/07/28,2015/08/01,Ended,,
_US-FA,X8,QM39,"Petit-Saguenay, Quebec, Canada",48.23,-70.05,170,2013/07/28,2015/08/03,Ended,,
_US-FA,X8,QM40,"Zec Lac Brebeuf, Quebec, Canada",48.03,-70.58,484,2012/08/25,2015/08/02,Ended,,
_US-FA,X8,QM44,"UQAR experimental forest, Saguenay, Quebec, Canada",48.2,-71.19,352,2013/07/30,2015/08/01,Ended,,
_US-FA,X8,QM50,"Ferme Paradis, Saguenay, Quebec, Canada",48.41,-71.66,164,2012/08/13,2015/07/26,Ended,,
_US-FA,X8,QM56,"Normandin, Quebec, Canada",48.86,-72.58,179,2013/08/02,2015/07/26,Ended,,
_US-FA,X8,QM58,"Lac a Jim, Quebec, Canada",49.05,-72.74,190,2013/08/02,2015/07/25,Ended,,
_US-FA,X8,QM60,"Rte R0203, Quebec, Canada",49.17,-73.34,354,2012/08/16,2015/07/24,Ended,,
_US-FA,X8,QM61,"Chigoubiche, Quebec, Canada",49.16,-73.58,382,2013/08/11,2015/07/24,Ended,,
_US-FA,X8,QM62,"Lac Aigremont, Quebec, Canada",49.31,-73.88,417,2013/08/03,2015/07/24,Ended,,
_US-FA,X8,QM64,"Lac Nicabau, Quebec, Canada",49.4,-74.09,418,2013/08/09,2013/09/30,Ended,,
_US-FA,X8,QM66,"Explorers Mine, Chibougamau, Quebec, Canada",49.49,-74.44,405,2013/08/10,2015/07/21,Ended,,
_US-FA,X8,QM68,"Baie Queylus, Chibougamau, Quebec, Canada",49.74,-74.43,386,2013/08/08,2015/07/24,Ended,,
_US-FA,X8,QM70,"Waconichi, Quebec, Canada",50.13,-74.45,381,2013/08/10,2015/07/21,Ended,,
_US-FA,X8,QM72,"Assinica, Quebec, Canada",50.36,-74.37,401,2013/08/06,2015/07/23,Ended,,
_US-FA,X8,QM74,"Assinica, Quebec, Canada",50.56,-74.6,415,2013/08/06,2015/07/23,Ended,,
_US-FA,X8,QM76,"Troilus, Quebec, Canada",50.76,-74.82,386,2013/08/06,2015/07/22,Ended,,
_US-FA,X8,QM78,"Cheniapiscau, Quebec, Canada",50.78,-75.11,341,2013/08/05,2015/07/22,Ended,,
_US-FA,X8,QM80,"Route du Nord, Quebec, Canada",50.96,-75.23,371,2012/08/05,2015/07/22,Ended,,
_US-FA,X8,QM90,"James Bay Highway, Quebec, Canada",52.29,-77.1,211,2012/08/19,2015/06/24,Ended,,
_US-FA,X8,QMHP,"Harpswell, Maine",43.75,-70.01,22,2013/08/29,2015/08/24,Ended,,
_US-FA,X8,QMM5,"Manicouagan, Quebec, Canada",50.84,-68.8,418,2012/08/23,2015/07/01,Ended,,
_US-FA,X8,QMPO,"Pohenegamook, Quebec, Canada",47.53,-69.36,430,2013/08/12,2015/07/29,Ended,,
_US-FA,XA,ALP0,"XA Alpine, OR",44.34,-123.41,182,2008/05/06,2009/11/23,Ended,,
_US-FA,XA,ALS0,"XA Alsea, OR",44.41,-123.6,315,2008/01/23,2009/12/31,Ended,,
_US-FA,XA,BWO0,"XA Burnt Woods, OR",44.61,-123.57,288,2008/06/22,2009/12/20,Ended,,
_US-FA,XA,MAP0,"XA Mapleton, OR",44,-123.83,143,2008/01/25,2009/12/31,Ended,,
_US-FA,XA,TOL0,"XA Toledo, OR",44.68,-124,191,2008/01/23,2009/12/31,Ended,,
