VNET,NET,STA,SITE DESCRIPTION,LAT,LON,ELEV,START,END,STATUS,INSTALL,CERT
_US-FA,ZI,11256,Big Horn Mountains,44.58,-107.48,2781,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11256,Big Horn Mountains,44.58,-107.48,2785,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11257,Big Horn Mountains,44.58,-107.48,2790,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11258,Big Horn Mountains,44.58,-107.48,2793,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11258,Big Horn Mountains,44.58,-107.48,2783,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11259,Big Horn Mountains,44.59,-107.48,2795,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11260,"Big Horn Mountains, Wyoming, USA",44.59,-107.48,2815,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11261,Big Horn Mountains,44.59,-107.48,2831,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11262,Big Horn Mountains,44.59,-107.48,2836,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11262,Big Horn Mountains,44.59,-107.48,2837,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11263,Big Horn Mountains,44.6,-107.47,2838,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11264,Big Horn Mountains,44.61,-107.47,2843,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11264,Big Horn Mountains,44.61,-107.47,2849,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11265,Big Horn Mountains,44.61,-107.47,2864,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11266,Big Horn Mountains,44.61,-107.47,2869,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11266,Big Horn Mountains,44.61,-107.47,2875,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11267,Big Horn Mountains,44.61,-107.47,2872,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11268,Big Horn Mountains,44.61,-107.47,2878,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11268,Big Horn Mountains,44.61,-107.47,2872,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11269,Big Horn Mountains,44.61,-107.47,2881,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11270,"Big Horn Mountains, Wyoming, USA",44.61,-107.46,2884,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11271,Big Horn Mountains,44.61,-107.46,2884,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11272,Big Horn Mountains,44.61,-107.46,2884,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11272,Big Horn Mountains,44.61,-107.46,2891,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11273,Big Horn Mountains,44.61,-107.46,2889,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11274,Big Horn Mountains,44.61,-107.46,2912,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11274,Big Horn Mountains,44.61,-107.46,2900,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11275,Big Horn Mountains,44.61,-107.46,2909,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11276,Big Horn Mountains,44.61,-107.46,2917,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11276,Big Horn Mountains,44.61,-107.46,2924,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11277,Big Horn Mountains,44.61,-107.46,2919,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11278,Big Horn Mountains,44.61,-107.46,2936,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11278,Big Horn Mountains,44.61,-107.46,2922,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11279,Big Horn Mountains,44.61,-107.45,2927,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11280,"Big Horn Mountains, Wyoming, USA",44.61,-107.45,2934,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11281,Big Horn Mountains,44.61,-107.45,2934,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11282,Big Horn Mountains,44.61,-107.45,2934,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11282,Big Horn Mountains,44.61,-107.45,2947,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11283,Big Horn Mountains,44.61,-107.45,2935,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11284,Big Horn Mountains,44.61,-107.45,2951,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11285,"Big Horn Mountains, Wyoming, USA",44.6,-107.45,2936,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11286,Big Horn Mountains,44.6,-107.45,2938,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11287,Big Horn Mountains,44.6,-107.45,2948,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11287,Big Horn Mountains,44.6,-107.45,2955,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11288,Big Horn Mountains,44.6,-107.45,2958,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11289,Big Horn Mountains,44.6,-107.44,2977,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11289,Big Horn Mountains,44.6,-107.44,2977,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11290,Big Horn Mountains,44.6,-107.44,2990,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11291,Big Horn Mountains,44.6,-107.44,2985,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11291,Big Horn Mountains,44.6,-107.44,2982,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11292,Big Horn Mountains,44.6,-107.44,2973,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11293,"Big Horn Mountains, Wyoming, USA",44.6,-107.44,2965,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11294,Big Horn Mountains,44.6,-107.44,2954,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11295,Big Horn Mountains,44.6,-107.44,2957,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11296,Big Horn Mountains,44.6,-107.44,2957,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11297,"Big Horn Mountains, Wyoming, USA",44.6,-107.44,2947,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11298,Big Horn Mountains,44.6,-107.44,2933,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11299,Big Horn Mountains,44.6,-107.44,1918,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11299,Big Horn Mountains,44.6,-107.44,2920,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11300,Big Horn Mountains,44.6,-107.43,2923,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11301,Big Horn Mountains,44.6,-107.43,2934,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11301,Big Horn Mountains,44.6,-107.43,2933,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11302,Big Horn Mountains,44.6,-107.43,2942,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11303,Big Horn Mountains,44.5,-107.43,2925,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11303,Big Horn Mountains,44.6,-107.43,2928,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11304,Big Horn Mountains,44.6,-107.43,2917,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11305,"Big Horn Mountains, Wyoming, USA",44.6,-107.43,2918,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11306,Big Horn Mountains,44.6,-107.43,2917,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11307,Big Horn Mountains,44.6,-107.43,2921,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11307,Big Horn Mountains,44.6,-107.43,2921,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11308,Big Horn Mountains,44.6,-107.42,2930,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11309,Big Horn Mountains,44.6,-107.42,2939,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11309,Big Horn Mountains,44.6,-107.42,2943,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11310,Big Horn Mountains,44.6,-107.42,2946,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11311,Big Horn Mountains,44.6,-107.42,2943,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11311,Big Horn Mountains,44.6,-107.42,2947,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11312,Big Horn Mountains,44.6,-107.42,2941,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11313,Big Horn Mountains,44.61,-107.42,2936,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11313,Big Horn Mountains,44.61,-107.42,2937,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11314,Big Horn Mountains,44.61,-107.42,2924,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11315,"Big Horn Mountains, Wyoming, USA",44.61,-107.42,2913,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11316,Big Horn Mountains,44.61,-107.42,2908,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11317,Big Horn Mountains,44.61,-107.41,2903,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11317,Big Horn Mountains,44.61,-107.41,2907,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11318,Big Horn Mountains,44.61,-107.41,2899,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11319,Big Horn Mountains,44.61,-107.41,2894,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11319,Big Horn Mountains,44.61,-107.41,2895,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11320,Big Horn Mountains,44.61,-107.41,2886,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11321,Big Horn Mountains,44.61,-107.41,2867,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11322,"Big Horn Mountains, Wyoming, USA",44.62,-107.41,2862,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11323,Big Horn Mountains,44.62,-107.41,2839,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11324,Big Horn Mountains,44.63,-107.41,2819,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11324,Big Horn Mountains,44.63,-107.41,2831,2010/08/06,2010/08/07,Ended,,
_US-FA,ZI,11325,Big Horn Mountains,44.63,-107.41,2811,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11326,"Big Horn Mountains, Wyoming, USA",44.63,-107.41,2812,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11327,Big Horn Mountains,44.63,-107.41,2814,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11328,Big Horn Mountains,44.63,-107.4,2814,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11329,Big Horn Mountains,44.63,-107.4,2819,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11330,Big Horn Mountains,44.63,-107.4,2818,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11331,Big Horn Mountains,44.63,-107.4,2821,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11332,Big Horn Mountains,44.63,-107.4,2824,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11333,Big Horn Mountains,44.63,-107.4,2822,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11334,Big Horn Mountains,44.63,-107.4,2824,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11335,Big Horn Mountains,44.63,-107.4,2822,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11336,Big Horn Mountains,44.63,-107.39,2823,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11337,Big Horn Mountains,44.63,-107.39,2823,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11338,Big Horn Mountains,44.63,-107.39,2825,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11339,Big Horn Mountains,44.63,-107.39,2827,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11340,"Big Horn Mountains, Wyoming, USA",44.63,-107.39,2829,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11341,Big Horn Mountains,44.63,-107.39,2829,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11342,Big Horn Mountains,44.63,-107.39,2830,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11343,Big Horn Mountains,44.63,-107.39,2827,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11344,Big Horn Mountains,44.63,-107.38,2830,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11345,Big Horn Mountains,44.63,-107.38,2833,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11346,Big Horn Mountains,44.63,-107.38,2840,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11347,Big Horn Mountains,44.63,-107.38,2826.1,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11348,Big Horn Mountains,44.63,-107.38,2830.1,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11349,Big Horn Mountains,44.63,-107.38,2836.7,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11350,"Big Horn Mountains, Wyoming, USA",44.63,-107.38,2837.4,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11352,Big Horn Mountains,44.63,-107.37,2833.6,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11353,Big Horn Mountains,44.63,-107.37,2824,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11354,Big Horn Mountains,44.63,-107.37,2815,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11355,Big Horn Mountains,44.63,-107.37,2813.8,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11356,Big Horn Mountains,44.63,-107.37,2808.5,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11357,Big Horn Mountains,44.63,-107.37,2802,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11358,Big Horn Mountains,44.63,-107.37,2795.2,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11359,Big Horn Mountains,44.63,-107.37,2789.9,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11360,"Big Horn Mountains, Wyoming, USA",44.63,-107.36,2785.1,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11361,Big Horn Mountains,44.63,-107.36,2781.8,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11362,Big Horn Mountains,44.63,-107.36,2774.5,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11363,Big Horn Mountains,44.63,-107.36,2769.1,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11364,Big Horn Mountains,44.63,-107.36,2762.9,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11365,Big Horn Mountains,44.63,-107.36,2758.5,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11366,Big Horn Mountains,44.63,-107.36,2752.2,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11367,Big Horn Mountains,44.63,-107.35,2742.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11368,Big Horn Mountains,44.63,-107.35,2732.4,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11369,Big Horn Mountains,44.63,-107.35,2725,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11370,"Big Horn Mountains, Wyoming, USA",44.63,-107.35,2720.8,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11371,Big Horn Mountains,44.63,-107.35,2717.3,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11372,Big Horn Mountains,44.63,-107.35,2713.7,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11373,Big Horn Mountains,44.63,-107.35,2710.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11374,Big Horn Mountains,44.63,-107.35,2705.7,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11375,Big Horn Mountains,44.63,-107.34,2698.5,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11376,Big Horn Mountains,44.63,-107.34,2691.8,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11377,Big Horn Mountains,44.63,-107.34,2686.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11378,Big Horn Mountains,44.63,-107.34,2681.6,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11379,Big Horn Mountains,44.63,-107.34,2677.9,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11380,"Big Horn Mountains, Wyoming, USA",44.63,-107.34,2680.3,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11381,Big Horn Mountains,44.63,-107.34,2683.9,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11382,Big Horn Mountains,44.63,-107.34,2685.6,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11383,Big Horn Mountains,44.63,-107.33,2691.3,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11384,Big Horn Mountains,44.63,-107.33,2699.3,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11385,Big Horn Mountains,44.62,-107.33,2708.8,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11386,Big Horn Mountains,44.62,-107.33,2709.5,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11387,Big Horn Mountains,44.62,-107.33,2712.8,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11388,Big Horn Mountains,44.62,-107.33,2717.2,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11389,Big Horn Mountains,44.62,-107.33,2705.6,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11390,"Big Horn Mountains, Wyoming, USA",44.62,-107.32,2710.2,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11391,Big Horn Mountains,44.62,-107.32,2712.1,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11392,Big Horn Mountains,44.62,-107.32,2717.5,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11393,Big Horn Mountains,44.61,-107.32,2670.2,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11394,Big Horn Mountains,44.61,-107.32,2668.8,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11395,Big Horn Mountains,44.62,-107.32,2667.2,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11396,Big Horn Mountains,44.62,-107.32,2666.3,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11397,Big Horn Mountains,44.62,-107.31,2666.5,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11398,Big Horn Mountains,44.62,-107.31,2662.4,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11399,Big Horn Mountains,44.62,-107.31,2654.9,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11400,"Big Horn Mountains, Wyoming, USA",44.62,-107.31,2651.1,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11401,Big Horn Mountains,44.62,-107.31,2647.1,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11402,Big Horn Mountains,44.62,-107.31,2638.2,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11403,Big Horn Mountains,44.62,-107.31,2634.7,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11404,Big Horn Mountains,44.62,-107.31,2625,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11405,Big Horn Mountains,44.62,-107.3,2620.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11406,Big Horn Mountains,44.62,-107.3,2611,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11407,Big Horn Mountains,44.61,-107.3,2579.6,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11408,Big Horn Mountains,44.61,-107.3,2574.3,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11409,Big Horn Mountains,44.61,-107.3,2562.2,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11410,"Big Horn Mountains, Wyoming, USA",44.61,-107.3,2563.8,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11411,Big Horn Mountains,44.61,-107.3,2564.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11412,Big Horn Mountains,44.61,-107.29,2565.7,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11413,Big Horn Mountains,44.61,-107.29,2564.3,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11414,Big Horn Mountains,44.61,-107.29,2557.2,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11415,Big Horn Mountains,44.61,-107.29,2555.3,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11416,Big Horn Mountains,44.61,-107.29,2555.3,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11417,Big Horn Mountains,44.61,-107.29,2556.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11418,Big Horn Mountains,44.62,-107.29,2559,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11419,Big Horn Mountains,44.61,-107.29,2564.1,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11420,"Big Horn Mountains, Wyoming, USA",44.61,-107.28,2563.9,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11421,Big Horn Mountains,44.61,-107.28,2557.2,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11422,Big Horn Mountains,44.61,-107.28,2552.3,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11423,Big Horn Mountains,44.61,-107.28,2549.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11424,Big Horn Mountains,44.61,-107.28,2548.3,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11425,Big Horn Mountains,44.61,-107.28,2544.2,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11426,Big Horn Mountains,44.61,-107.28,2542.4,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11427,Big Horn Mountains,44.61,-107.28,2535.6,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11428,Big Horn Mountains,44.61,-107.27,2529.5,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11429,Big Horn Mountains,44.61,-107.27,2524.8,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11430,"Big Horn Mountains, Wyoming, USA",44.61,-107.27,2519.4,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11431,Big Horn Mountains,44.61,-107.27,2513.8,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11432,Big Horn Mountains,44.61,-107.27,2508.9,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11433,Big Horn Mountains,44.61,-107.27,2501.8,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11434,Big Horn Mountains,44.61,-107.27,2495.5,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11435,Big Horn Mountains,44.61,-107.26,2488.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11436,Big Horn Mountains,44.61,-107.26,2488.2,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11437,Big Horn Mountains,44.61,-107.26,2482.6,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11438,Big Horn Mountains,44.61,-107.26,2474,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11439,Big Horn Mountains,44.61,-107.26,2462.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11440,"Big Horn Mountains, Wyoming, USA",44.61,-107.26,2456.7,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11441,Big Horn Mountains,44.61,-107.26,2449.9,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11442,Big Horn Mountains,44.61,-107.26,2445.4,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11443,Big Horn Mountains,44.61,-107.25,2440.9,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11444,Big Horn Mountains,44.61,-107.25,2434.1,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11445,Big Horn Mountains,44.61,-107.25,2430.2,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11446,Big Horn Mountains,44.61,-107.25,2415.8,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11447,Big Horn Mountains,44.61,-107.25,2410.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11448,Big Horn Mountains,44.61,-107.25,2402.8,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11449,Big Horn Mountains,44.61,-107.25,2393.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11450,"Big Horn Mountains, Wyoming, USA",44.61,-107.25,2390.5,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11451,Big Horn Mountains,44.61,-107.24,2390.4,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11452,Big Horn Mountains,44.61,-107.24,2389.2,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11453,Big Horn Mountains,44.61,-107.24,2380,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11454,Big Horn Mountains,44.61,-107.24,2380.1,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11455,Big Horn Mountains,44.61,-107.24,2380.5,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11456,Big Horn Mountains,44.61,-107.24,2384.3,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11457,Big Horn Mountains,44.61,-107.24,2388.7,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11458,Big Horn Mountains,44.61,-107.23,2391.8,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11459,Big Horn Mountains,44.61,-107.23,2395,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11460,"Big Horn Mountains, Wyoming, USA",44.61,-107.23,2393.1,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11461,Big Horn Mountains,44.6,-107.23,2377.1,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11462,Big Horn Mountains,44.6,-107.23,2359.6,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11463,Big Horn Mountains,44.6,-107.23,2352.8,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11464,Big Horn Mountains,44.6,-107.23,2349.3,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11465,Big Horn Mountains,44.6,-107.22,2351,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11466,Big Horn Mountains,44.6,-107.22,2352.1,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11467,Big Horn Mountains,44.6,-107.22,2349,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11468,Big Horn Mountains,44.6,-107.22,2346.1,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11469,Big Horn Mountains,44.6,-107.22,2345.8,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11470,"Big Horn Mountains, Wyoming, USA",44.6,-107.22,2343.8,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11471,Big Horn Mountains,44.6,-107.22,2344.9,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11472,Big Horn Mountains,44.6,-107.22,2339.9,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11473,Big Horn Mountains,44.6,-107.21,2338,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11474,Big Horn Mountains,44.6,-107.21,2334.5,2010/07/19,2010/08/07,Ended,,
_US-FA,ZI,11475,Big Horn Mountains,44.6,-107.21,2343,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11476,Big Horn Mountains,44.6,-107.21,2344,2010/07/19,2010/07/22,Ended,,
_US-FA,ZI,11476,Big Horn Mountains,44.6,-107.21,2322.4,2010/08/05,2010/08/07,Ended,,
